Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,AgeGroup
11,-0.8682627244926218,RL,0.06673320722658581,0.6278561289524375,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,-0.7843322517890624,-0.5229133146813291,-0.21653845291799598,-0.9574902050276993,Hip,CompShg,HdBoard,HdBoard,Missing,-0.5774393621060463,TA,TA,CBlock,TA,TA,No,Rec,1.1334042393710997,Unf,-0.28252823616213574,-0.9810941062014428,0.015503297215588017,GasA,Ex,Y,SBrkr,-0.26835033943510184,-0.7894356452381383,-0.10919467219842852,-0.9554102514564767,1.1552177251933162,-0.23937870492525382,-1.0262764464713818,-0.7465177670904207,0.20861448032250596,-0.21130744968724174,TA,-0.941256484140401,Typ,-0.9208162046720884,Missing,Detchd,-0.5732073113300116,Unf,-0.9921888156013217,-0.3819217631971235,TA,TA,Y,-0.7543000700634562,-0.7263211005410398,-0.3640458425614124,-0.10864913771145009,-0.26851831657631814,-0.0381838370026051,Missing,Missing,Missing,-0.08053521258072936,-1.604851233426016,0.13271967476615343,WD,Normal,129500,Older (<2000)
12,0.07389653030210656,RL,0.8497997274539835,0.8562016290322396,Pave,Missing,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,2.171623295903234,-0.5229133146813291,1.1075984183036247,1.0204630435829356,Hip,CompShg,WdShing,Wd Shng,Stone,1.117862436791898,Ex,TA,PConc,Ex,TA,No,GLQ,1.3510866002226016,Unf,-0.28252823616213574,-0.8828311257679926,0.35116893391883336,GasA,Ex,Y,SBrkr,0.138331991243796,1.9785225436698968,-0.10919467219842852,1.9384337443480395,1.1552177251933162,-0.23937870492525382,2.7607113034459276,-0.7465177670904207,1.4893015814952004,-0.21130744968724174,Ex,3.064692096548331,Typ,2.2908968760822783,Gd,BuiltIn,1.0906587034291497,Fin,1.6895614086004738,1.3090174474269562,TA,TA,Y,0.48597780394406165,-0.3795527114176448,-0.3640458425614124,-0.10864913771145009,-0.26851831657631814,-0.0381838370026051,Missing,Missing,Missing,-0.08053521258072936,0.24575636307012283,-1.375107999548327,New,Partial,345000,Newer (>=2000)
13,-0.8682627244926218,RL,0.11893764190841231,1.1854733169926173,Pave,Missing,IR2,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,-0.7843322517890624,0.3867033661302837,-0.3158487182596175,-1.1022184915114044,Hip,CompShg,HdBoard,Plywood,Missing,-0.5774393621060463,TA,TA,CBlock,TA,TA,No,ALQ,0.7335312069373621,Unf,-0.28252823616213574,-0.8874014969509437,-0.3027574546215631,GasA,TA,Y,SBrkr,-0.6349372290611506,-0.7894356452381383,-0.10919467219842852,-1.2438931420039674,1.1552177251933162,-0.23937870492525382,-1.0262764464713818,-0.7465177670904207,-1.0720726208501885,-0.21130744968724174,TA,-1.6089145809218561,Typ,-0.9208162046720884,Missing,Detchd,-0.6979972624369487,Unf,-0.9921888156013217,-0.5356435096174944,TA,TA,Y,0.4269169528008465,-0.7263211005410398,-0.3640458425614124,-0.10864913771145009,3.1405804962155672,-0.0381838370026051,Missing,Missing,Missing,-0.08053521258072936,0.9859994016685785,0.13271967476615343,WD,Normal,144000,Older (<2000)
14,-0.8682627244926218,RL,1.1630263355449426,0.455020032206952,Pave,Missing,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,0.693645522057086,-0.5229133146813291,1.140701840084165,1.0687058057441705,Gable,CompShg,VinylSd,VinylSd,Stone,1.2364150101414044,Gd,TA,PConc,Gd,TA,Av,Unf,-1.0102937924926063,Unf,-0.28252823616213574,2.126758298205353,1.1443344013879835,GasA,Ex,Y,SBrkr,1.0318875347072898,-0.7894356452381383,-0.10919467219842852,0.06780250095415437,-0.8118134511619697,-0.23937870492525382,0.8672174284872729,-0.7465177670904207,0.20861448032250596,-0.21130744968724174,Gd,0.3940597094225097,Typ,0.685040335705095,Gd,Attchd,1.1322553537981288,RFn,1.6895614086004738,1.8086131232931617,TA,TA,Y,0.5956622417814612,-0.18139934620427622,-0.3640458425614124,-0.10864913771145009,-0.26851831657631814,-0.0381838370026051,Missing,Missing,Missing,-0.08053521258072936,0.6158778823693506,-0.6211941623910868,New,Partial,279500,Newer (>=2000)
15,-0.8682627244926218,RL,0.22334651127206534,0.5395457145569339,Pave,Missing,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,-0.04534336486598821,-0.5229133146813291,-0.38205556182069855,-1.1987040158338744,Hip,CompShg,MetalSd,MetalSd,BrkFace,0.6792179153987234,TA,TA,CBlock,TA,TA,No,BLQ,0.7240667564655576,Unf,-0.28252823616213574,-0.09901246789186685,0.5451090795695973,GasA,TA,Y,SBrkr,0.34167315658324493,-0.7894356452381383,-0.10919467219842852,-0.475356691404793,1.1552177251933162,-0.23937870492525382,-1.0262764464713818,1.2534486187154228,-1.0720726208501885,-0.21130744968724174,TA,-0.941256484140401,Typ,0.685040335705095,Fa,Attchd,-0.7811905631749068,RFn,-0.9921888156013217,-0.5356435096174944,TA,TA,Y,-0.7543000700634562,2.7909011319962524,2.6174178382719306,-0.10864913771145009,-0.26851831657631814,-0.0381838370026051,Missing,GdWo,Missing,-0.08053521258072936,-0.49448667552833275,0.13271967476615343,WD,Normal,157000,Older (<2000)
16,-0.27941319024591654,RM,-0.925151051728118,-0.9743471036516989,Pave,Missing,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Norm,Norm,1Fam,1.5Unf,0.693645522057086,2.2059367277535094,-1.4082616370174545,0.7792492327767606,Gable,CompShg,Wd Sdng,Wd Sdng,Missing,-0.5774393621060463,TA,TA,BrkTil,TA,TA,No,Unf,-1.0102937924926063,Unf,-0.28252823616213574,0.6139654366485158,-0.5016704245197825,GasA,Ex,Y,FuseA,-0.801046913422954,-0.7894356452381383,-0.10919467219842852,-1.374611951783299,-0.8118134511619697,-0.23937870492525382,-1.0262764464713818,-0.7465177670904207,-1.0720726208501885,-0.21130744968724174,TA,-0.941256484140401,Typ,-0.9208162046720884,Missing,Detchd,0.5083055982634432,Unf,0.3486862964995761,0.5404087153251018,TA,TA,Y,-0.349311376509981,1.1231103081170668,-0.3640458425614124,-0.10864913771145009,-0.26851831657631814,-0.0381838370026051,Missing,GdPrv,Missing,-0.08053521258072936,0.24575636307012283,-0.6211941623910868,WD,Normal,132000,Older (<2000)
17,-0.8682627244926218,RL,0.22334651127206534,0.6407872967746363,Pave,Missing,IR1,Lvl,AllPub,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,1Story,-0.04534336486598821,1.2963200469418965,-0.0510213440152934,-0.7162763942215243,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,0.4895337980395129,TA,TA,CBlock,TA,TA,No,ALQ,0.3573193006831355,Unf,-0.28252823616213574,-0.31381991349057187,-0.07400753923861074,GasA,Ex,Y,SBrkr,-0.37145290214242804,-0.7894356452381383,-0.10919467219842852,-1.0365460644229585,1.1552177251933162,-0.23937870492525382,-1.0262764464713818,-0.7465177670904207,-1.0720726208501885,-0.21130744968724174,TA,-0.941256484140401,Typ,0.685040335705095,TA,Attchd,-0.3652240594851164,Fin,0.3486862964995761,0.07924347606398915,TA,TA,Y,-0.7543000700634562,-0.7263211005410398,-0.3640458425614124,-0.10864913771145009,-0.26851831657631814,-0.0381838370026051,Missing,Missing,Shed,1.454284893538771,-1.2347297141267883,1.640547349080634,WD,Normal,149000,Older (<2000)
18,0.7805159713981528,RL,0.17114207659023883,0.4988598450675769,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,Duplex,1Story,-1.5233211387121366,-0.5229133146813291,-0.15033160935691495,-0.8610046807052294,Gable,CompShg,MetalSd,MetalSd,Missing,-0.5774393621060463,TA,TA,Slab,Missing,Missing,Missing,Missing,-1.0102937924926063,Missing,-0.28252823616213574,-1.2873089754591711,-2.570365311461265,GasA,TA,Y,SBrkr,0.46482343981699564,-0.7894356452381383,-0.10919467219842852,-0.3784444703614953,-0.8118134511619697,-0.23937870492525382,0.8672174284872729,-0.7465177670904207,-1.0720726208501885,4.308690966278921,TA,-0.27359838735894565,Typ,-0.9208162046720884,Missing,CarPort,-0.4900140105920535,Unf,0.3486862964995761,0.2521804407869064,TA,TA,Y,-0.7543000700634562,-0.7263211005410398,-0.3640458425614124,-0.10864913771145009,-0.26851831657631814,-0.0381838370026051,Missing,Missing,Shed,1.0157648632189138,1.3561209209678062,-1.375107999548327,WD,Normal,90000,Older (<2000)
19,-0.8682627244926218,RL,-0.14208453150072023,1.4147650000838,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,1Story,-0.7843322517890624,-0.5229133146813291,1.0744949965230841,0.9239775192604656,Gable,CompShg,VinylSd,VinylSd,Missing,-0.5774393621060463,TA,TA,PConc,TA,TA,No,GLQ,0.518214958703811,Unf,-0.28252823616213574,-0.2178421186485973,0.199497794371441,GasA,Ex,Y,SBrkr,-0.05641729387004241,-0.7894356452381383,-0.10919467219842852,-0.7886310803587087,1.1552177251933162,-0.23937870492525382,-1.0262764464713818,1.2534486187154228,0.20861448032250596,-0.21130744968724174,Gd,-0.27359838735894565,Typ,-0.9208162046720884,Missing,Detchd,1.0490620530601706,Unf,0.3486862964995761,0.5404087153251018,TA,TA,Y,-0.7543000700634562,0.9579825037725931,-0.3640458425614124,-0.10864913771145009,-0.26851831657631814,-0.0381838370026051,Missing,Missing,Missing,-0.08053521258072936,-0.12436515622910498,0.13271967476615343,WD,Normal,159000,Newer (>=2000)
20,-0.8682627244926218,RL,0.06673320722658581,-0.520179258189109,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,-0.7843322517890624,0.3867033661302837,-0.4482624053817796,-0.9574902050276993,Hip,CompShg,BrkFace,Plywood,Missing,-0.5774393621060463,TA,TA,CBlock,TA,TA,No,LwQ,0.18222696695475335,Unf,-0.28252823616213574,-0.08758653993448892,-0.011847236145417158,GasA,TA,Y,SBrkr,0.5879737230507465,-0.7894356452381383,-0.10919467219842852,-0.28153224931819765,-0.8118134511619697,-0.23937870492525382,-1.0262764464713818,-0.7465177670904207,0.20861448032250596,-0.21130744968724174,TA,-0.27359838735894565,Min1,-0.9208162046720884,Missing,Attchd,-0.8643838639128648,Unf,-0.9921888156013217,-0.8142641750044166,TA,TA,Y,-0.7543000700634562,-0.7263211005410398,-0.3640458425614124,-0.10864913771145009,-0.26851831657631814,-0.0381838370026051,Missing,MnPrv,Missing,-0.08053521258072936,-0.49448667552833275,0.8866335119233937,COD,Abnorml,139000,Older (<2000)
21,0.07389653030210656,RL,1.6850706823632078,1.578770055389735,Pave,Missing,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,2Story,1.4326344089801601,-0.5229133146813291,1.1075984183036247,1.0204630435829356,Gable,CompShg,VinylSd,VinylSd,BrkFace,1.6750595315345789,Gd,TA,PConc,Ex,TA,Av,Unf,-1.0102937924926063,Unf,-0.28252823616213574,1.3589359394695566,0.3088999278154617,GasA,Ex,Y,SBrkr,0.06959694943891184,2.1627299187636013,-0.10919467219842852,2.0556299186329574,-0.8118134511619697,-0.23937870492525382,2.7607113034459276,1.2534486187154228,1.4893015814952004,-0.21130744968724174,Gd,1.7293759029854203,Typ,0.685040335705095,Gd,BuiltIn,1.0906587034291497,RFn,1.6895614086004738,1.8710625827764373,TA,TA,Y,1.27064339770392,1.8166470863638569,-0.3640458425614124,-0.10864913771145009,-0.26851831657631814,-0.0381838370026051,Missing,Missing,Missing,-0.08053521258072936,1.726242440267034,-1.375107999548327,New,Partial,325300,Newer (>=2000)
22,-0.27941319024591654,RM,-0.6119244436371588,-0.5551880296101837,Pave,Grvl,Reg,Bnk,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Unf,0.693645522057086,1.2963200469418965,-1.375158215236914,-1.6811316374462244,Gable,CompShg,Wd Sdng,Wd Sdng,Missing,-0.5774393621060463,TA,TA,PConc,TA,TA,No,Unf,-1.0102937924926063,Unf,-0.28252823616213574,0.1683542463107766,-0.9865207886466925,GasA,Ex,Y,FuseF,-0.07360105432126345,-0.7894356452381383,-0.10919467219842852,-0.8021537158531223,-0.8118134511619697,-0.23937870492525382,-1.0262764464713818,-0.7465177670904207,0.20861448032250596,-0.21130744968724174,Gd,-0.27359838735894565,Typ,0.685040335705095,Gd,Attchd,-2.029090074244278,Unf,-0.9921888156013217,-0.8815174390633289,TA,TA,N,-0.7543000700634562,-0.7263211005410398,3.108681740227425,-0.10864913771145009,-0.26851831657631814,-0.0381838370026051,Missing,GdPrv,Missing,-0.08053521258072936,-0.12436515622910498,-0.6211941623910868,WD,Normal,139400,Older (<2000)
23,-0.8682627244926218,RL,0.32775538063571835,0.16801118542156532,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,1.4326344089801601,-0.5229133146813291,1.0082881529620031,0.8274919949379956,Hip,CompShg,VinylSd,VinylSd,BrkFace,1.0882242934545212,Gd,TA,PConc,Gd,TA,No,Unf,-1.0102937924926063,Unf,-0.28252823616213574,2.7734658205929437,1.8479890324029347,GasA,Ex,Y,SBrkr,1.8939395173435452,-0.7894356452381383,-0.10919467219842852,0.746188048257238,-0.8118134511619697,-0.23937870492525382,0.8672174284872729,-0.7465177670904207,0.20861448032250596,-0.21130744968724174,Gd,0.3940597094225097,Typ,0.685040335705095,Gd,Attchd,0.9658687523222127,RFn,0.3486862964995761,0.33864892314836503,TA,TA,Y,0.6884721507207993,1.8992109885360937,-0.3640458425614124,-0.10864913771145009,-0.26851831657631814,-0.0381838370026051,Missing,Missing,Missing,-0.08053521258072936,0.9859994016685785,0.13271967476615343,WD,Normal,230000,Newer (>=2000)
24,1.4871354124941991,RM,-1.2905820945009034,-1.5723347668441088,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,1Story,-0.7843322517890624,1.2963200469418965,0.1475991866679497,-0.4268198212541144,Gable,CompShg,CemntBd,CmentBd,Missing,-0.5774393621060463,TA,TA,PConc,Gd,TA,No,GLQ,0.9772408065863264,Unf,-0.28252823616213574,-0.8302718571640542,0.015503297215588017,GasA,TA,Y,SBrkr,-0.21107113793103174,-0.7894356452381383,-0.10919467219842852,-0.9103347998084313,1.1552177251933162,-0.23937870492525382,-1.0262764464713818,-0.7465177670904207,0.20861448032250596,-0.21130744968724174,TA,-0.27359838735894565,Typ,0.685040335705095,TA,Attchd,-0.1156441572712422,Unf,0.3486862964995761,0.5211934970225555,TA,TA,Y,0.08942637483961716,1.090084747248172,-0.3640458425614124,-0.10864913771145009,-0.26851831657631814,-0.0381838370026051,Missing,Missing,Missing,-0.08053521258072936,-0.12436515622910498,-0.6211941623910868,WD,Normal,129900,Older (<2000)
